image,label,crop,recording,timestamp_ns,reviewer,review_note,sha256
images/soybean_20220725/frame_006_1658767935312964640.jpg,OVERGROWTH,soybean,ts_2022_07_25_11h51m26s_one_row.bag,1658767935312964640,user,Dense soybean growth; action policy not yet decided,72d59086f2407655c8b09ae27984519e4e46873ed79179898c932404ce9b8367
images/soybean_20220725/frame_008_1658767951348014848.jpg,OPEN,soybean,ts_2022_07_25_11h51m26s_one_row.bag,1658767951348014848,user,Clear; continue,b91f93e870c884805784963f8da3d7d7b42a38af031134d8280b03de4ac19575
images/soybean_20220725/frame_009_1658767959348022816.jpg,OVERGROWTH,soybean,ts_2022_07_25_11h51m26s_one_row.bag,1658767959348022816,user,Dense soybean growth; action policy not yet decided,c8fc5032733a53696988cd69fdb3798cc067b1b1e4ed8742a5c5813c4ce20772
images/soybean_20220725/frame_011_1658767975413047328.jpg,OVERGROWTH,soybean,ts_2022_07_25_11h51m26s_one_row.bag,1658767975413047328,user,Dense soybean growth; action policy not yet decided,b294f1f0c56a427058368bb24a1c1f865f0b782099c4fe2630323f76d17b8c52
images/soybean_20220725/frame_015_1658768007416397440.jpg,OPEN,soybean,ts_2022_07_25_11h51m26s_one_row.bag,1658768007416397440,user,Clear; continue,21ca4e9f815b141150fd307049490d090446951f00b6c92756b029887020ba17
images/cornfield1_20220613/frame_006_1655141184768615040.jpg,OPEN,corn,ts_2022_06_13_12h25m34s_one_row.bag,1655141184768615040,user,Clear; continue,a7ec106eb1bbf1b5328d454b12aef844d3488fb061cbbc5f31201ed4ea0c3198
images/cornfield1_20220613/frame_008_1655141200837157472.jpg,OPEN,corn,ts_2022_06_13_12h25m34s_one_row.bag,1655141200837157472,user,Clear; continue,61fea5365f509e085c12c91582487b2c18f13fb7a4ea3e296c2c6b5debcb2210
images/cornfield1_20220613/frame_009_1655141208873653728.jpg,OPEN,corn,ts_2022_06_13_12h25m34s_one_row.bag,1655141208873653728,user,Clear; continue,455537a7607364bc788d93ebcabed4d0eab773e12d15724f9ce71aa613d15e39
images/cornfield1_20220613/frame_010_1655141216903906304.jpg,OPEN,corn,ts_2022_06_13_12h25m34s_one_row.bag,1655141216903906304,user,Clear; continue,c1a3e525fe936997c3e69cdef93ed63a567e156f16bb24d44440d164dc945d20
images/cornfield1_20220613/frame_012_1655141232936284288.jpg,OPEN,corn,ts_2022_06_13_12h25m34s_one_row.bag,1655141232936284288,user,Clear; continue,1412a2b891f292401022f7e749a5e396d09ad76a1697d9082b597ece7ccc2c99
images/cornfield1_20220620/frame_001_1655742894243249888.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742894243249888,user,Clear; continue,6662130728704de8bf05ba2afec853bf3c72f86e196338b8d23010127636d1b3
images/cornfield1_20220620/frame_002_1655742902271900448.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742902271900448,user,Clear; continue,f20e0c4babbd90d6ebb6feb03ceae313eae57e3b0508dfa3ee676d4e63779559
images/cornfield1_20220620/frame_003_1655742910310448416.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742910310448416,user,Clear; continue,41155e14464c44a340023c4b9683ef28ab69da11bf0b4a7e6eeb8de4d1a282d2
images/cornfield1_20220620/frame_004_1655742918374870912.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742918374870912,user,Clear; continue,b9d3e55f6be4352e8cf335e763c76b472c6dcb4e2155278b2e83567a812b1170
images/cornfield1_20220620/frame_005_1655742926378452192.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742926378452192,user,Clear; continue,10b4fccb47f796e8a57b48ca5e51386ee1d3b7925fb3fd2ab342bffcd29a0cfb
images/cornfield1_20220620/frame_006_1655742934382237376.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742934382237376,user,Clear; continue,4e2c9999ae76debf5fd45652ad49542a03428396215a3037e8448f9f802da556
images/cornfield1_20220620/frame_007_1655742942414164192.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742942414164192,user,Clear; continue,b0af085ad06ee72bf54c9dc658fc8ac02b912c17e77b175ee2f444da75cc8f91
images/cornfield1_20220620/frame_008_1655742950414517984.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742950414517984,user,Clear; continue,69b0fe412cd7ac360c4b2f11387abb5ca19c2336860564b9acecd51987597214
images/cornfield1_20220620/frame_009_1655742958448322080.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742958448322080,user,Clear; continue,19a08bd65dbd2459563f71355d25c849e6c4ff4202b9c5985acd61e1de3252c8
images/cornfield1_20220620/frame_010_1655742966451219840.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742966451219840,user,Clear; continue,6c6d5a9cdf7e33750551bc2565c9c69ec40d1edb6b4fdb0ff7be390d3435bb9c
images/cornfield1_20220620/frame_011_1655742974473670784.jpg,OPEN,corn,ts_2022_06_20_11h34m44s_one_row.bag,1655742974473670784,user,Clear; continue,6feb4ce05d9b05427dbe2a4c73173e27454d9b436447b675dd65bb20fd56009f
